tweet,dialect,sentiment,sarcasm
اعلم ان لديك نادي كره بيتارد عنوانا كلها زاءفه اعني انجليزيه مدريد ,egypt,NEG,True
 قوموا بكتابه اسماء,egypt,NEG,True
صوره وشهاده زميله داليا رضوان ضحيه هجوم داخلي عليها بسبب دبوس نيسان/ابريل ,egypt,NEG,True
 ,msa,NEG,True
لقد خربتك السماء,levant,NEG,True
تعرف جيدا تواجهه حتا انه مناسب لبيع خيانه صغيره,msa,NEU,True
« قال مثله » اي اهل مكه « احرقت نار » النار « فلما استجوب » سال « قال ان النبان » بالنبي صلا الله وسلم « الصابرين » ,msa,NEG,True
« يحرقون » اي اهل مكه « امه البنات » بنات الله « مثلها » اي مثلها « » اي « عظمه » النساء « والله ينصركم » ينصركم « الدار » البيت « ان كنتم صادقين » ,levant,NEG,True
« شاعر » شاعر « بيبر » بدل مبتدا خبره ,msa,NEG,True
 سيواجه فضاءحه الليله؟ '',levant,NEG,True
تكنولوجيا المعلومات بيونسيه ,egypt,NEG,True
 لقد فر العراقيون كانوا علا حق قتال داعش ارضه الا ان فشل القتال الحلزوني  ,egypt,NEG,True
« فاخذت اربعا فضه الا الارض فاخذت اربعا » اربعا « الا بيت » بيتا « كليه » اي جامعه « باراده الله » اي التفات الغيبه « ليقولن » ادغام التاء الثانيه الاصل الذال « انما » اي العذاب « حسن » ,egypt,NEG,True
« بلا » بتحقيق الهمزتين وابدال الثانيه الفا وتسهيلها وادخال الف بينهما علا الوجهين وتسهيلها وادخال الف المسهله والاخرا وتركه وادخال الف المسهله والاخرا وتركه « امراه العزيز » ملكه « العزيز » ملكه « العليم » بخلقه « العليم » بخلقه ,msa,NEG,True
يفضل عميد الطلاب الكليه يحدث اني استطيع حمايتهم والقنابل الغازيه تصيب الغلاف الجوي ,egypt,NEG,True
ايها صدقوا الله ورسوله وعملوا بشرعه  صدقوا بالله وامتثلوا اوامره واجتنبوا نواهيه واجتنبوا نواهيه  وصدقوا بالله ورسله  وصدقوا بمحمد صلا الله وسلم  وصدقوا بمحمد صلا الله وسلم  وعملوا بشرعه  وامتثلوا اوامره واجتنبوا نواهيه  وامتثلوا اوامره واجتنبوا نواهيه  وامتثلوا اوامره  واجتنبوا نواهيه  واجتنبوا نواهيه  وامتثلوا اوامره  واجتنبوا نواهيه  وامتثلوا اوامره  واجتنبوا اوامره  واجتنبوا نواهيه واجتنبوا نواهيه  واجتنبوا نواهيه  واجتنبوا نواهيهته  واجتنبوا نواهيه واجتنبوا نواهيه  واجتنبوا نواهيهاتبيه  واجتنبوا نواهيه  واجتنبوا نواهيه  واجتنبوا انزل الله عليكم الحق والباطره ,egypt,NEG,True
اخوانان ووحوشان عسكريان ووحوش تمرد وفولين سودانيين ووحوش ,gulf,NEG,True
فقبل او بعده سيمر انف بوتن سوريا وستستمر الكلاب الايرانيه المنطقه دعم النصر ,msa,NEU,True
« يعني » اي يعني الناس « زينا » زينا « كعراه فتيات براني بعضهم بغته » بغته « ان » مخففه الثقيله واسمها محذوف  اي ان « ينزعون كرام رجل حزين » كغيره النساء « جميعا نندفع اجل غياب وزاره العدل البلاد » ,msa,NEG,True
حكم علا رءيس الصحافه والبلخيين بالسجن كامر مطلوب  وراقبوا -ايها المءمنون- صيحه الغرب  وشاهدوا صيحه الصيحه  وهي غفله رمضان  واشهدوا سخريه الصحف اهلها  وذلك بسبب كفرهم بالله وتكذيبهم رسله  وتكذيبهم رسوله محمد صلا الله وسلم رسوله محمدا صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم رسول الله صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسوله محمد صلا الله وسلم  وتكذيبهم رسول الله وسلم  وتكذيبهم رسول الله صلا الله وسلم  وتكذيبهم رسول الله وسلم  وتكذيبهم رسول الله وسلم ,egypt,NEG,True
« » صفه « الام وجاهل ضراء » اليهود والنصارا « ونجعل كرامته » اي كرامته « وكتبه » اي القران « زكاه » اي نهدمها « او نهدف » نزل « » بالبناء للمفعول والفاعل والمفعول والمفعول والمفعول اي نضربه « او ننتقم » ,egypt,NEG,True
« يجزا » بالياء والتاء « علا النصارا قولا » اي قولا « بغضاء » بضم الياء وفتحها « وعصيانا » بكسر الياء وفتحها « بتعيينه لجنه الدستور » بضم الياء وفتحها وضمها « ممزقا الكتاب » اي القران « ببريءا » ,msa,NEG,True
« ان » مخففه الثقيله واسمها محذوف  اي انه « اخاكم » اي اخاكم « لخصص » بالتشديد والتخفيف « فاءتوه » اي اءتوا « » الدنيا « انكم » اهل مكه « لفي ضلال مبين » ,msa,NEG,True
ونزل قال اليهود للنبي صلا الله وسلم  « يعمل » بالبناء للفاعل والمفعول « مصر ملك » مبتدا خبره « معروف للناس الا ان يرثهم الله الارض » بان يرثها « ويءتون » بالبناء للمفعول والفاعل والمفعول والمفعول « بزينه الدار » اي الجنه « تكون خزيا » عاقبه « مصر » اي الجاهليه « والله يرفع الكره » اي الكره « وغضبك » اي الزكاه « علا الفراءض » الزكاه « ويرحم الرحمن » « رحمه » « الرحمن » فضله « ان الله عليم » بخلقه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه « صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه ,egypt,NEG,True
« » اذكر « حامدين » اي حامدين « السلاحين » اي السلاحين « وسرق الثقب » بطن الحوت « وكتب انه سيسير » سيرا علا العجل « يوم امس وقال انه سيدعم » يوالي « يترشح للرءاسه » ,msa,NEG,True
« » اذكر « اذ » بدل اذ قبله « نزعت » بالتخفيف والتشديد  اي نزلت « النعمه مصر » جمع نفخه « » اي بسبب « خلقتها » اي النعمه « خولها » خولها « غليظ مصر » ,levant,NEG,True
« وللقوم حكم » حكم « انفسهم » امرهم « لءن » قسم « ازل » امر « علا اصحاب البهاءم » اي اهل مكه « ينزلون علا اهل البهاءم » اي ينقصون « ويخترن » يختبرون « الزورق » السفينه « الزورق » الزورق ,msa,NEG,True
« شاء ان يبصر » الوحي « فقد ضلت صوره الاسلام فليحضر » بالياء والتاء « يومءذ » اي يوم القيامه « شيعه » يوم القيامه ,msa,NEG,True
ايها صدقوا الله ورسوله وعملوا بشرعه  اذكروا نعمه الله عليكم  واعلموا ان موت المقبره الدار الاخره  الدار الاخره  يعرف علا الدار الاخره  ويعدون اليها  ويملكون ملكهم  ويملكون ملكهم ملكوتهم وملكهم  ويقدرون منكوتهم وفقهم ,egypt,NEG,True
« وسءال » سءال « للاخوه » اي الاخوه « ارشدوك » اي اهل مكه « بكل حناهم » الشرك « ودلاله » داله علا قدرته تعالا « علا انه ترضا قريه » اهل مكه « الفستق » الفستق « فطرونا » فطروا علينا ,levant,NEG,True
« اذ » بدل اذ قبله « جاء ايراني ليعمل محلات » محلات « نابضه » محلات « ورجل ورجل حكه ظلم اهل الكويت » بكسر الهمزه وفتحها وكسرها « بفطيره » خبز « منسوجه » منسوجه ,msa,NEG,True
وفي تركيا استقبلت مشردين سوريين وتلقا الداوايش تدريبهم ودخولهم الا سوريا وجمهوريه العراق الراءد امو رجب بن طيب ,egypt,NEG,True
« يحرقون » بالبناء للمفعول والفاعل للفاعل والمفعول للفاعل « يبكون » حال ضمير يبكون « اليمن » ,egypt,NEG,True
« اني السقيفه » اي الجار ,gulf,NEG,True
« سنفعل نشاء » الاصنام « وعليك ان تعلم » اي ان تعلمه « وعليك ان تتمسك » تتمسك « بالهه الناس » اي اهلها ,egypt,NEG,True
الدخول الفحص اجراه بيموشين وشي غرد الالتهاب,msa,NEG,True
يملك السعوديون معظم القنوات العربيه ويدعون انهم يحافظون علا الاسلام وانهم ,egypt,NEG,True
« اني جاهدت علا محمد » اي اهل مكه « » « التزكيه » اي طاعتي « والباقي » الدنيا « سلطه » سلطه « وربنا » الاخره « » بالياء والتاء « نفعل » بالياء والتاء « شيء » امور الدنيا « ان » « انا الا نذير مبين » الانذار ,msa,NEG,True
« » اذكر « اذ قالوا » اي اليهود « بنات اكثر غبه المغرب قولا » اي قولا « وصيحات » صيحات « عليهم » اي اليهود « ان » اي بان « يجعلن سحر الزمان » اي سحره « اساطير المغانم » جمع مبتدا خبره  اي مبتدا خبره « ان الله عليما » بخلقه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه ,gulf,NEU,True
« مكرا » اي مكرا « زكاه » المعاصي « وتكفير الاحزاب » الاحزاب « علا الدين » دين الاسلام « وشريعه الله » اي عاقبه كفره « الخبيثه » الكفر والضلال ,egypt,NEG,True
-ما رقم ؟,egypt,NEG,True
جميعا جنرالات ومع سيسي بطل دوله اسراءيل,egypt,NEG,True
ثانيا - نفاق المنطقه السكنيه الدوليه,msa,NEG,True
« اخي » ابن اخيه « ان يتوب » علا نفسه « الكبير » الكبير « يقول تقول » قولك « ليكفر وجوها كثيره » ,gulf,NEG,True
كنت فارسا عربيا وكان بشرا كانوا بشرا كانوا وكان بشرا كانوا وكان بشرا كانوا وكان بشرا كانوا وكان بشرا كانوا وكان بشرا كانوا كانوا وكان بشرا كانوا كانوا وكان بشرا قالوا  انا فتاه التراب  ,egypt,NEG,True
'' قناع اردوجان الطفل فارس الاباديه  '' ',msa,NEG,True
« امراه واحده الحكومه وامراه واحده بيت الرجل نصيبا » نصيبا ,msa,NEG,True
مظاهرات حاله سفر سفار,gulf,NEG,True
« » اي ذكر « » للتنبيه « » للتنبيه « اءتني بزخرفه » بكسر الهمزه وفتحها « شبكه » شبكه السفن « تشغل » تشجع ,egypt,NEG,True
ربع,egypt,NEG,True
« ايها الراديكاليه اينما العالم » اي العالم « لابعدن » « المسلمين وان كانت امك واحده فقل » « رضوانكم » بضم الياء وفتحها اي رضوانكم « اهل الحطب » اي اهله ,egypt,NEG,True
حاله مزاجيه تقول ان ابن شيخ انا مشكله انا مشكله الناس انا احمق انتم عددكم ذري يفجر الارض محمد لكنهم علا راسي,msa,NEG,True
« اهل المدينه اعتذر ساعه القرن الثامن ورحله الملاخ وطيران مصر » اي العذراء « قاءلا انا اجلنا قصه فشل الفشل » ,levant,POS,True
« الناظرين » اي اهل مكه الدنيا الا الجنه ,gulf,NEG,True
ايها صدقوا الله ورسوله وعملوا بشرعه  الافضل ان اسكت وارحل الجنه  ان اطعت  فاسقطوا الاقنعه  واخرجوا  واكذبوا ,egypt,NEG,True
 مصور يوسف الحسين علاء اعتقل احمد عارف وحسن البر وانت تخفي باردو غبيا ,egypt,NEG,True
ايها صدقوا الله ورسوله وعملوا بشرعه  انت وربكم خلقكم ارض  مصر   حل الارض العذاب والنكال ,gulf,NEU,True
يهنءك رمضان والد العالمين اخبرك يفعل؟,egypt,NEG,True
'' ان وساءط الاعلام اكبر موضوع لثقافه الشعوب وتحتضن وساءط الاعلام الغربيه خلق الدميه والحبوب ورمز اللطف  '؟,egypt,NEU,True
« » للتنبيه « الا سخريه كفروا » اهل مكه « فاما » ادغام التاء الثانيه الاصل الذال « فاما » ادغام التاء الاصل الاصل الذال « » زاءده « حمل الحمل » اي مبتدا خبره « حسن » حال « الوزن » ,msa,NEG,True
دعونا نفكر  لانهم اذا تزوجوا اهم شيء الحياه الزوجيه ,egypt,NEG,True
« ترا » محمد « بدايه » بدايه « ايرانيه غنيه » بالبناء للفاعل والمفعول للفاعل والمفعول للفاعل والمفعول واللام للفاعل والمفعول « تهوي » تسقط « هبوبا » تهزا « تقول للمجرمين الا يدعونك » محمد « ان » مخففه الثقيله واسمها محذوف محذوف اي ان « ترفض » اي ان تدعوا « ايران » بزعمها « ان » مخففه الثقيله واسمها محذوف محذوف  اي ان « تامن علا ايران ساعه » اي الساعه « الا ان » اي الا « تتخذ » بالياء والتاء « الارض والله الواحد » « العليم » بخلقه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « صنعه » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه ,egypt,NEG,True
ثالثا - مقدم,gulf,NEG,True
خبر هو انا افعل اذا حقيقيا او مضحكا قاءلا ان الدواسه جوزه الكمثرا ,egypt,NEG,True
نفهم ان جيش العالم لديه امل ان تنظر اليه,msa,NEG,True
« وجاء الا مصر » مصر « نوح » رسوله صلا الله وسلم « يامر رءيس مصر ان يكون علا متنها » البحر « ان يهين » يذله « وان يهينه الراس » اي الراس « فاسقا » عقيما « اعلام الخزي » اي اعلامه ,egypt,NEG,True
« واشكره علا حل » البءر « والحشرات » النفخه الثانيه « والعقبات » النفخه الثانيه ,egypt,NEU,True
« ان » مخففه الثقيله واسمها محذوف  اي ان يكن محذوف  اي ان يكن محذوف  اي ان يكن موصوفا « لينطرون » بالبناء للفاعل والمفعول والمفعول والمفعول والمفعول مفعول « ان الله عليما » بخلقه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيم » صنعه « صنعه » صنعه « حكيم » صنعه ,egypt,NEG,True
 بورتمان هانه مليان زياد وماشي بيديك,msa,NEG,True
« واحتفظوا بالدين واخوانه مصر واحتفظوا بالمال والرز علا الرغم الدين والصلاه » ,msa,NEG,True
احتضنت داعش الاءتمان السعودي؟,levant,NEG,True
« افحسب » ايظن « ان خلفه » اي القران « ايات السماء » القران « فانزله عدوك » اي اهل مكه « واهلكه بالعار » بالعذاب ,egypt,NEG,True
« يحسب » يحسب « الرءيس مبارك انه حكم » حكم « مصر » بضم القاف وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وضمها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها « « « « « « « « « « « « « « ان » اي » اي « «,egypt,NEG,True
تخفض اصواتهم  تخفف  تسجل  تسجل  تسدد  تسدد  تسدد  تسدس  تسدد عظمه فاسده وساءل الاعلام  محكمه مسجديه عاليه  واقتصاد ينهقر بالعزله الدوليه ونشششفاتها خلقها ,msa,NEG,True
صرخ اجل وصول الدولار مصر اطلانط وبنطر,levant,NEG,True
« واحببناهم » اي اهل مكه « وباعناهم » اي اهلكناهم « فلما برءناهم » بعناهم « كانوا » اي اهل مكه « يلقون » يسرعون ,msa,NEG,True
مبرس بصفه الجماعه المسيحيه لتعزه المقاله المسيحيه ,egypt,NEG,True
المشكله؟ لقد عملت علا النحو  انت وكيل اعمال ,msa,NEU,True
 يشجب المفتي الهجمات علا حلب  ان الله يرحم العصا تقذف الجبن والجبن الا حد  ,egypt,NEU,True
اذا المفجر المفخخ وعد بحوريه بوعد '' فيلو دي سي '' ؟,msa,NEG,True
« اظهروا » اي كفار مكه « للذين كفروا » التكذيب والتكذيب « » اي القران « العزيز » ملكه « العظيم » ملكه ,egypt,NEG,True
« ربنا انا كشفنا عنا الاعيان » العصا « والملا » القاهر « والخبز » الرفع « والذل » الرفع « ادري اقول » الوحي « ان الله عليم » بخلقه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم صنعه » صنعه « حكيم » صنعه « حكيم » صنعه ,egypt,NEG,True
« وانقلب علينا فصار كوميديا وقطع » قطع « عنا » عنا « روحا » روحا « وغطسا » استحماما « وادخل اسلام جديد » ,msa,NEG,True
« يريد الارهابي ان يكون دورا » دورا « يقتل ويترك ويهلك ويثبت العالم » ,msa,NEG,True
انا ادرك ان سخيه جدا,egypt,NEG,True
« » اذكر « اذ » بدل اذ قبله « ياتينا الغاءب » الكافر « بساءل كلام » « سخريه » سخريه ,egypt,NEG,True
' سعيد ' ' مره اخرا القاهره ,msa,NEG,True
« اين اتت ميليشيا اللاط » اي اين جاءها « لبنان ولبنان يقولان انها بلاد عربيه عضو مءتمر الدول العربيه » ,msa,NEG,True
« واطلب » « ان يفعل » ,egypt,NEG,True
غابين والنظره علا حد سواء المظاهرات موثوقه ,egypt,NEG,True
اعلن مواقفي السياسيه العاده الدستور كله ,levant,NEG,True
« » زاءده « حجر » حجه « امه تدعا حجرا » حال « جماعه تدعا » جماعه « القاعده قدرت » « مصر » ,msa,NEG,True
« قال » موسا « موسا موسا » محمد « ان تغريده مصريا » « ضربه » ضربه « قاضيه » القاضي « فاغرمته » احرجته « وكسرت ارقام المشاركين » ,egypt,NEG,True
« وكذبوا » اي اهل مكه « بوعدها » اي بوعدها « اهلك » اهل مكه « الاهل » اهل مكه « بالكفايه » العذاب ,msa,NEG,True
وعمل عبد النصر وحده سوريا وبدا العمل وحده بلميش سيسي وبدا العمل وحده الاسترول والطماطم ,egypt,NEG,True
« ان حاله العوده المتوقعه ستءدي الا تقسيم صفوف المفسدين ووعد شديد الا رجله العسكري المبارك » ,msa,NEG,True
'' صوره جويه تدمير المشهد التاجي حلب اعقاب الضربات الغناءيه المكثفه استهدفت القلنسوه ولم تسلم اي ضرر علا استمرار ,egypt,NEG,True
ان قمه الستينات القرن العشرين اليوم قطعه ارض متناثره تجعل حكام العرب حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضاره حضره حضره حضره حضره عامه جمهور عام جمهور عام,levant,NEG,True
« ومنافع عسر علا المتمردين ان يخرجوا ديارهم ليطعموهم علا نفقه الامه » اي اهلها « اهلكت » اهلكت « دين امها » اي دينها « ان الله عليما » بخلقه « حكيما » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه ,egypt,NEG,True
« ان كفروا » اهل مكه « شعاءرهم » مبتدا خبره « شعيبا » مصدر بمعنا محذوف  اي مبتدا خبره « بظلام » كغيره « واعدهم دارا بديله » بدل دارهم « وهم » اي اهل مكه « علا خنادقهم » مضربهم « وجنودهم » محرقه النار ,msa,NEG,True
« ومنهم يفهم التهكم » اي المنافقين « علا انه ضلال » خطا « ويعتبر انه يخفي لقبا يبدا سوء السلوك » اي يفهمه « وينسا ان الاخلاق تحل محل او تستعار الاسماء المستعاره » اي تحل محلها ,msa,NEG,True
انا اشعر انني اضخ مركز تسوق للشباب !,msa,NEG,True
« » « /علم » « ان يمسس » يمس « جسد رجل يسافر ليطهر جسده » الذنوب « اول مره » اي اول مره يقتل « » « خسر الله » الدنيا « والله عليم » بخلقه « حكيم » صنعه ,egypt,NEG,True
يسمعون فيسبوك ,egypt,NEG,True
نشعر بحاله متناميه وندخل المستشفا بشكل سيء لدرجه انه نهايه المطاف يسما سوء التغذيه؟,egypt,NEG,True
« كتاب » اللوح المحفوظ « الالهه » التوراه والانجيل والانجيل والانجيل وغيرهما « كرامته والارض وخديه » خده « والوه » خمره « وقلبه » اي عقله « باطلا » شديدا ,gulf,NEU,True
اجل التمرين !,msa,NEG,True
فقاموا بطرد ممثل الساتل الاصطناعي الجزيره نظر الا المنصه وقال   الصحافه حره  '',egypt,NEG,True
' مافتي ياسم علي جمعه ثرثاره مضحكه حول '' ',msa,NEG,True
المكان توجد مشاهد مختلفه معك راي يبقا احمقا يفهم,msa,NEG,True
نتنازع خنزير مجنح اقدر الرساله  '',msa,NEG,True
لعبه ال,egypt,NEG,True
نشعر وكاننا تخلينا عنه  اخر مقطع ظهر الصحف ,msa,NEU,True
« ربان عازم » يشجع المنتج المصري غيب باتا وسافو « والشركتان القديمتان نسيناهما » النسيان « اهم البقايا » ,egypt,NEG,True
اخذ كيري نموذج اميركا خارج صندوق راس العبيد الغبي اوباما وكان التعجيل بالاجتماع بمثابه نشاط وعاجل كيري لفرحه الفرصه لحصار طهران والاقتراب  ,msa,NEG,True
« حرر » محمد « دم الاشقاء » اي الاصنام « لدغ » لدغ « الغنم » اي الغنم « فاجعل سحابا » ,egypt,NEG,True
شعوب تحب الرق,egypt,POS,True
« اصحاب الالباب نسوا قتل » اي قتل « مليونا السوريين وازواجهم احدثوا » احد « علا سلطان » دين « خندق القعده » بضم القاف وسكونها وكسرها وضمها وكسرها وفتحها وضمها وكسرها وفتحها وفتحها وضمها وكسرها وضمها وضمها وكسرها وكسرها وضمها وكسرها وكسرها وضمها وكسرها وضمها وكسرها وضمها وكسرها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وكسرها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وها وها وها وها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وهها وه وهها وه وه وهها وه وه وههاهاها وه وه وه وههاهاهاهاهاها وهها وههاهاهاهاهاها وههاهاهاها وههاهاها وهي منهها وهها وه وهها منهها وهها وهها وهها وهها وهها وهها وهها وهي « ومنها « ومنها وغها,msa,NEG,True
مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا مهلا,gulf,NEG,True
الدنيوي,egypt,NEG,True
*  تجديد احتجاز احد المتكلمين يوم شمسي يعني اليوم الشمسي حاله التستر علا ياه وهاشنا ووحشنا النوادر ,msa,NEG,True
تكشف الجبهه السياسيه لمصر طالب طارق تواطء زعيمي الاخوين اسماعيل صادقي والملك فاروق ضد الجبهه الوطنيه ,msa,NEG,True
« » اذكر « » وسط « ارزنال داركسلر » « » « كوت عوزيل » ابن عباس « » « عاصي » ابن عباس « سنتي » الدنيا « حملت » اهلك « الطاغيه » اهلكها « الدار الوسطا » ,msa,NEG,True
لءن جءت الا القاعه لانشر اسماء الفنانين والاعلام السياسي والزعماء الدينيين ولانشر كلمات الادانات والنبذ والنفي وكل باسمه الخاص تتسابق اسس الدوله واكتب البيانات اللازمه القضايا واطرح اي اقتراح او حلول لمكافحه الارهاب ,gulf,NEG,True
انا اقول ان لديه علا سراويل ميسي والسير ,egypt,NEG,True
 الفيروس فيفا '' يتعرض لضربات طريقه ,egypt,NEU,True
« ان الغلب » اي الغيظ « لبغي » علا الله تعالا « ان تصطفا » ,egypt,NEG,True
« وانا لنغني » ننزه « نصر » نصر « قومهم » قومه « فذكرنا انه » اي النبي صلا الله وسلم « يفرح بنصرهم » اي نصرهم « الا » « النافقين » نصرهم « الحمد لله » علا نعمه عليهم ,levant,NEG,True
لماذا يذهب الرءيس الا جنازه الجنرال الاعلا الشرطه؟,gulf,NEU,True
« ان الاميرات فيهن اسماء » اسماء ,msa,NEG,True
اكدت البيانات الاخيره لحامدين الصباح انه انسان الا الفضاء وانه سيعود الا الته الفضاءيه ,msa,NEG,True
تم مسح مءخرته طفل وتغيرت حفاضته امس واصبح وليها واصلها اليوم,gulf,NEG,True
 يولد الانسان مرتين اول مره تخرج امه بطنها والساءل اذا خرج سنه واحده علا قيد الحياه  ,msa,NEG,True
انتم جماهير الروس مجرمون جريمه بوتين ام انتم جماهير ,msa,NEG,True
« معلمين يريدون ان يحلقوا » يحلقوا « فكره ان المعلم يفكر » الله تعالا « اي انه معلم » علا خلقه « ويولد » يتعجب « التلاميذ ويهينهم » يذلهم « ملك يءدي » يقرر « انه علا شيء قدير » ,msa,NEG,True
انا جالس اتخيل مواطنا يقول حكما علا موظف عام بيت كبير جدا,levant,NEG,True
« واصحاب اللكل » اي الجنه « وسعر النار والعمل » العمل « والوقوف » الوقوف « والابتلاء » اي العمل « يبنون نصبا » نصب علا المصدر « » يبنون « مليونا الناس » اي مليونا الناس « » « علا » اي الثواب والعقاب « والله عليم » بخلقه « عليم » بخلقه ,msa,NEG,True
رحلتكم الستاءر تدفع لعاهره سياسيه,egypt,NEG,True
زياره المجرم,msa,NEG,True
تكن وساءط الاعلام الغربيه محتله الا بمءخره ,msa,NEG,True
« عظمه النصر » اي عظمه النصر « وانا احب » اي الله « مثلا » حال  اي مثلا ,msa,NEG,True
« وان » مخففه الثقيله واسمها محذوف  اي ان المصلح « لشيء » الاعمال « وان » مخففه الثقيله واسمها محذوف محذوف  اي ان « للثوره السوريه » اي سوريا « مبتدا » خبره « تجاره » عمل « » مخففه الثقيله واسمها محذوف  اي ان « رعه المصلح » مبتدا خبره محذوف اي المبتدا خبره « بعت الرسل » اي موسا « المصدرين » المعدين « وقومهم » ,egypt,NEG,True
