tweet,dialect,sentiment,sarcasm
افضح العنصريين افضح دونالد ترامب,egypt,NEG,True
يمكن للرءيس ان يتهرب مسءوليته الغاء عرض مسرحي علا مسرح الولايه  القرار الامني ,msa,NEG,True
كانوا مختبءين الغابه يدعمون الاخوه وانهار بيتفاخار يزينون الاميرات لمساحه اليهود ماسكين وساءل الاعلام ومصر ,msa,NEG,True
لقد سمعتم تهريب المدنيين الامريكيين طريق سجن الحرب واعلان دستوري كاذب يمنح الحكم للجيش اعتدتم ان تكونواه؟,egypt,NEG,True
عد الا نيت وانظر الا يسما الجعفري واعترف وقال  يجب ان تنفتح علا تنظيم الدوله الاسلاميه العراق والشام وساءل الاعلام الغربيه جميعهم يعترفون  '',egypt,NEG,True
لذا اراهن ابدا علا ضمادات الاخوه لاننا نطيع السمع والطاعون اقتله,levant,NEG,True
ويحكمون بلدنا العادل والله سمح ولكافه الناس الاحرار البلاد ,egypt,NEG,True
شرطه تاريخهم الكامل اكاذيب الاخوه يءمنون بحياتهم اكاذيب الشرطه ولديهم اله لتبرير انكار الشمس المشرقه ,msa,NEG,True
انت خلقت نفاقا مثاليا الدرجه الاولا  تفضل واحصل علا كرسي نار الدرك,msa,NEG,True
لقد تم خنقنا ساعه مدخل علي تانيتار وصدمه جبوتيلا الشلل عرفته المسيح,msa,NEG,True
لقد الغاوا عقولهم قالوا ان الفيديو الاصلي لقصاص الفيديو خدعه,levant,NEG,True
لمن منكم يجهزون المتفجرات تستعدون للسوريين المشردين داخليا الف بطانيه نهايه الحرب ,msa,NEG,True
اسطوره غالبيه الشعب الا جانب نصف الشعب شاركوا الانتخابات نصف الشعب صوتوا لمرسي نصف الشعب انتخبوا معاصر للتظاهر ضده ,msa,NEG,True
 باشيتي ومثله العليا للشهره والشهره علا استعداد لبيع والدته شرفه ودينه وهي راضيه وتساعد علا تدمير المساجد,egypt,NEG,True
 العلامه الرابعه النار تحرق الانقلاب '',msa,NEG,True
عندما تدرك ان المملكه العربيه السعوديه الامارات الكويت والاردن تدعم عمليه التحول الديمقراطي فان مصر الانقلاب يحتضر الضحك  '',msa,NEG,True
[  انه ضعيف الكفايه لمواجهه عجز الدفاع  صوت المعارضه لاستبداله ,msa,NEG,True
لدي عصا سحليه وكانني اتحدث معي عندما اكون فراش الموت,msa,NEG,True
 اخوه بو نبيل ضد اموالنا   اخوه بوذا ورطه والثديين الحانه  ''  اخوه الله وجبه ساحره  '' '',egypt,NEG,True
[ 'اباه طلبنا الوحيد اليك ان تشتري قرطا محنطا وتخلي ركنه القناه,gulf,NEG,True
اعلان يستمر تخريب بيت المشجعات  ونحن نقوم بعمل قيم نقوم بعمل جيد نزين الكفايه نسميه مضايقا كافيا ويجمعون الفتيات المحترمات,msa,NEG,True
لقد التقينا بخيمه المطهرين الخمر المهبل المطهرين ,egypt,NEU,True
اخبار مهرجان وساءل الاعلام الغربيه للطماطم اعمت مليون طوفان بشري,msa,NEG,True
شيعه معاكسون تماما للاسلام لقد حولوا اتحاد الطليعه وسنه البراعه,egypt,NEG,True
[  حراس المحلات فاشر احتفلوا بالانقلاب وقاموا باذاعه الايادي اليوم,msa,NEG,True
ميثاق الشرف الاعلامي اخذوه كعذر لاغلاق فراعنه براءه الانقلاب قتلوا الميثاق واستشهدوا,levant,NEG,True
انت غاضب ايها المخلوق البطل المتمرد يريد ان يعتذر تفجير المشرحه الروسيه لنسيانك القذر,egypt,NEU,True
حكومه الفرنسيه تنهار اليمين المتطرف قادم القاره القديمه تتحطم,msa,NEG,True
لقد قلنا ان امراه دخلت السياسه  تركت عواطفك الخارج  نصيحه مغريه ,egypt,NEG,True
[ ' قال براك محمدا فداده السهره مبارك الشمري خطا الشيوخ اليوم منهم يطالبان بتطبيق قانون الافتراء,msa,NEG,True
لقد سرقوا البلاد باعوا مءسساتها شركاتها ثرواتها للصهيونيين؟,egypt,NEG,True
صوره وحيدا حقققها حتا تتمكن المشي سيرا عليها بعيدا,msa,NEU,True
[  بحاجه الا الذهاب الا مكاتب لاميس السته لاقول ان مصر اليوم قدمت اعتذارا الا الانتخابات الوطنيه كانت لديهم تجربتهم الزاءفه وتحدثنا حقيقه ان الشكوك كانت عاليه الكفايه للصحافه ووساءط الاعلام وان الخيال الراءع يكن بحاجه الا اي اعلام او صحف تكذب او تنقل اخبارا كاذبه الا ناش,msa,NEG,True
اولا - مقدمه,msa,NEG,True
لقد تم استدعاء روسيا لغزو البلاد الاسلاميه  والرءيس بوتين يحصل علا سيف النصر ,msa,NEU,True
لقد حصلنا علا صوت  و اه نريد ان نكون حيوانات قالوا  تلو انت تعمل لدا وكاله المخابرات المركزيه  '' ',egypt,NEG,True
يهم الاحتفاظ برقمه يديك تعلم امل انهم شيءا يعني  '',msa,NEG,True
# # الاهكوش # # قصف منتصف المواجهه # # # يموت # # # # # # # # # # # # # # # # # # # #,msa,NEU,True
اعلم ان الرجل رمضان جاي يدعا بن حلال امل مين سيملاه ابن الكلب,msa,NEG,True
لقد حطموا روزنا لمده سنه وهذا ينتهي بمفاوضات السعوديه وحوثيه اتباع ايران والله سخف,egypt,NEG,True
انت تذكرني بالايام كنا برشلونه داك اليوم بوسطن ,gulf,NEU,True
اخر تراه لاعب الا صوابي انه ميسي رينالدوم اسطوره الا السماء,msa,NEG,True
انت تتشبثين بامن الشرطه الواضح انك مندفعه لطلب نزع سلاح سكرتيره الشرطه كشرط يجمع سلاحا,egypt,NEU,True
[ '  'نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم نعم ',egypt,NEG,True
[  انها بالفعل كلمه مثاليه  وبعد السبت  عجاءبك جيده  المشي انت الابن المثالي ,gulf,NEU,True
قال الجميع مظاهرات نيسان/ابريل   فينكواش دي كاردوسا نفسه فينكوش نتيجه لعجزه العمل والصحف وداليه عمود وهي دعامه كانت المقام الاول عاقره  '',egypt,NEG,True
[ 'احمد شفيق قدم شكوا ضده اهدار عام للاموال والفساد العام  يحميه الجيش  التحقيق ,egypt,NEG,True
مخيم تم السيطره علا الظلم تم اجباره علا الشر  الحدود جاءت الفرخ ,egypt,NEG,True
[ 'العلاقه الولد والفتاه واحده المصالح المنفعه الكراهيه الاخرين المحادثه روحه الموقف,egypt,NEG,True
لقد بالفعل طفلا عالمه الخاص  وكان نقيا ومصالحا لنفسه مثله تماما ,msa,POS,True
يعني هالبهايم يحب رسول السلام يحب الزواج ويعرف معظم الله وسطه وبيءته ورفقته,egypt,NEG,True
[ 'رفضت ايقاف فيلم السباكه ورفضت الغاء مشهد العلم المبارك سينا  انت التفكير علا انه خطوبه ,egypt,NEG,True
اريد ان تزداد انتاجات الشعب المصري بشكل كبير الاخوه يطالبون بالعصيان المدني واتوقع ان يعمل معظم الناس ايها الطاهي,egypt,NEG,True
لقد قيل - والله يعلم - ان احدهم يستاجر الاخبار بشكل منتظم جدا بلدنا العادي قاءلا انه يستاجر هيءه مكافحه الفساد !,msa,NEG,True
سيدي القاضي  ان ادخل واحصل عليه؟ اذا دخل رجل خده ,msa,NEU,True
الغريب انه ينتقد اكبر برهان لدي انا شفتي حياتي,gulf,NEG,True
انا انجليزي انا عم انجليزي انا انجليزي,msa,NEG,True
سنحفظ العهد سوريا وحدها ولن نترك بشار الاسد بسهوله ولن نترك ليبيا الا الغرب مصر ,egypt,NEG,True
فحفرتها لاخرين وحصتك جاءت وقت الحساب والجزاء اتيه ,egypt,NEU,True
اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل اجل,msa,NEG,True
لقد راينا محمد زكا بلجاب بلاش يلعب مقبره النجمه,egypt,NEG,True
يدعون علي بشار بلحته وكل عبيدهم الله يسكب عليهم عذاب سكب ,msa,NEG,True
عندما يكون المتهم بطلا والحاكم والمامور جبناء لمرسي رءيس قانوننا وانقلاب,msa,NEG,True
[ '  فتح معبر رفح يوم السبت الا يوم الاثنين  الدكتور ياريت الساده امروا بفتح المعبر ,msa,NEG,True
انت ملعون - انه طوال الوقت - بدا الحفله -,egypt,NEG,True
أولاً - [لا,msa,NEG,True
[''متحدثون عن الله، هناك الله الذي تهمة هو الخطأ الملكي، إله التعاون العسكري، لاحتلال العراق.'],msa,NEG,True
"[""ركع مصر وانفجر خارج الوقت، والفيران يلعب الطوابق، وهم يهربون مع سيسي نفسه كونه حصان!""]",egypt,NEG,True
إلى داخل مداخل خالد الغندور المجمدة، مقياس منصور ساخن، وفرح وسائل الإعلام المصرية.,egypt,NEG,True
* تدفع أمريكا لمصر بلايين المساعدات العسكرية لقتل الانقلاب؛ شعبها من أجل الديمقراطية وحقوق الإنسان.,msa,NEG,True
['أريد أن أشخر.]],msa,NEG,True
"[""'جبهة النصر هي جميع السوريين، كلب الخلد من السحرة.'""]",msa,NEG,True
['الكويت مانح لحقوق لبنان، Lashan، الذي يعالج المشردين السوريين الذين يعانون من السرطان، ولبنان يحكمه حزب الله.'],levant,NEG,True
"[""عندما يفجر شخص مسلم وسائل الإعلام الغربية أو يقتلها ويتمسك بما حدث للدين الإسلامي، لماذا يعزو الروس للمسيحي؟""]",msa,NEG,True
"[""لقد سمعت أن مدرب مصري يدرب الأرجنتين، البرازيل؟""]",egypt,NEG,True
"[""عندما عدت إليها، وشكرت نهاية اليوم لبقائي أولوية في شركات بلدي، والله نفسي فهم الناس كثيرا.""]",egypt,NEG,True
"[""الناس الذين لم يحبوا فينكوش من السيسيان، وآمل أن تتم أمنيتك.""]]",egypt,NEG,True
انقلاب الإنقلاب ينقسم إلى جزأين من الأقليات الغنية والغبية إنقلاب الإنقلاب و الإنقلاب هو الأكثر شرفاً والفقراء هم الوحيدون الذين يسقطون,msa,NEG,True
['البوغه بدان فاخششششششششششششـشـشـشـشـشـشـج رقي يوسف],egypt,NEG,True
['البريطانية أم الإرهاب وراعيها، أم الكيان الصهيوني، بوعد من بلفور، تتهم حزب الله بأنه إرهابي']],msa,NEG,True
[''' أوه، أَفْهمُ بيجي لشُكْر محمد جاستن بيبر، ذلك / هذا طفلُي المجنون '',egypt,NEG,True
لقد كان سقوط كنيسة البابا المتطرف مفهوماً ومرتبطاً بالصالح، ويقوّض مكانته ومكانة الإسلام، وقد استفادت مصر من خراب عقيدة استعمارية.,msa,NEG,True
['الحائز هو حاميها.']],egypt,NEG,True
['تشرين الأول/أكتوبر سيصبح يوما من العار، وليس ذكرى النصر...]],msa,NEG,True
أتابع بفرح وإعجاب الكفار الشجعان أسلوب مثير للاهتمام ضوء ورئة ناضجة واستنتاجات رائعة مواهب مصر مدفونة في الفساد من خلال الفساد واللصوصية,egypt,POS,True
"[""أيها اللقيط الصغير، أنت منتخب من دون ميسي.""]]",gulf,NEG,True
"[""على الرغم من... أنوف الغزاة، على الرغم من... أنوف الفيضان، على الرغم من... ذيل Kables، انتصار شعب الله...",msa,NEG,True
"[""أعلام العمّة الفرنسية تؤكد أنّ شريط فيديو (سيسي) المسرّب يؤكّد تسرّب شريط فيديو مُطارده.""]",egypt,NEG,True
لقد قتلت سوريا ودمرت حملة صليبية ضد المسلمين مباركة من قبل أباطرة روسيا قبل أن تبدأ الحرب مباشرة,egypt,NEG,True
"[""في دليل إسرائيل، طالب الجيش انقلاب!""]",egypt,NEG,True
"[""أنت تتلاعب بـ(هاري بوتر) أنت تتحدث.""]",egypt,NEG,True
"""زاغريتو ياناس أو إل فينز... زوغريتي يانوس يعطينا لويش... الذي قرر تبني مشاعره... """,egypt,NEG,True
[''يتكلم، وجمهور حوله يهلوس، وينمو، مهدد مع تحرير وتمكين الله.'],msa,NEG,True
'8` [' ['....................................... ],egypt,NEG,True
تهاجم رئيس مجلس النواب وتصفه بأنه ضعيف - يصف المرشح الجمهوري الأمريكي دونالد ترامب رئيس مجلس النواب بول.,egypt,NEG,True
منشفة(هيف)و(ليي)مليئة وهو يترشح للبرلمان بسبب...,egypt,NEG,True
"[""'لأنك مهرج، راكيل هونو، لوحدك، أنت مجنون فرنسي.']",egypt,NEG,True
['موسود هايكون، البطل الغيرة، وحديث ميديا في المرة القادمة، هو زي دعائي، وأنا جاد جدا حول...,egypt,NEG,True
مدير جامعة الجبهة يرفض التسبيح ويعتبر بلده بلدا فاسدا وفاسدا ينشر الرذيلة,egypt,NEG,True
متزامنة، تصحيحها عن طريق لون الخط = # 00FF00 elderman لون الخط = # 00FFFFelder_man'],egypt,NEG,True
[' الأرجنتين بدون ميسي هو مضحك.']],gulf,NEU,True
['وفقا لجزيرة ميدان التحرير، يتم توسيع ألف مصري أو مليون مسلم.']],msa,NEG,True
['قبطان الممثلات يقول أنك هاجمت الفنانين الذين أمرت روسيا، وأن مصر، في الحقيقة، التي هاجمتك، لأنك شويت نصلا، وعلي حيغولي، روحك الخاصة من الدور!],msa,NEG,True
"[""نحن عالقون في مانوفيهانو، أوباما سيسا يسمع الماروفيتيت.""]",egypt,NEU,True
"فقلت، "" زوه، قلت، وقلت، ""أوه، نعم، لقد حصلت على نصف، وأنا قد حصلت عليه كامل!"" وقال، ""الله، قلت، ""أوه، أنا ستعمل يكون حواء!""""]",gulf,NEG,True
"[""كما ترى، كلنا لدينا رحمة الله... أو والدي...""]",egypt,NEG,True
"[""ماذا تعتقد أننا نقول هو أن مشجعينا الأعداء الصغار يقولون شيئا خاطئا؟ من الذي يلتقط لنا نكتة العاهرة؟""]",msa,NEG,True
"[""بقوله برنامجه هو تسعة أشهر من العمر، انه لا يزال مستشفى القيصرية الطبيعية، آه، الرحمة، الله!]]",egypt,NEG,True
[ 'لقد جاء اتفاق وقف إطلاق النار في الزفاف، ولكن...']],msa,NEG,True
['عاصفة العزم غيرت أمريكا / تخطيط لإسقاط البلدان الصغيرة، لذلك هدفها هو إسقاط المملكة العربية السعودية من مصدر الإرهاب... ضرب رأس الإرهاب، يموت الجسم.'],msa,POS,True
[ 'الليلة تبدأ الخيانة... والحجز يقول لك للسفر.']],msa,NEG,True
[' وسائل الإعلام الغربية تحاربنا بينما نحارب أنفسنا. ']],egypt,NEG,True
"ربّاه، أريد (غوتشي)، لعلّ نعال أمّي قد ضُربت.""",gulf,NEG,True
• ['الولاية هي مصدر الإرهاب وأساس الصراع والتقسيم بين البلدان والأطراف، وليس لها إنجاز يزعزع السلام.']],msa,NEG,True
`6` ['8] [',egypt,NEG,True
"[""الله، مع كل أنسجته الموالية، بلادهم المزخرفة بالدماء ترتدي قناع د.""]",egypt,NEG,True
['ما أراد الله... هو أن رمضان، السني دي بيدديل، هو الإسلام الرهيب... وأن مصر تتقدم أكثر من ذلك.],msa,NEG,True
"أمام مسجد سيد جابر ذهب إلى المنبر واستقال وقال: ""يا امرأة، أريد أن أكون بصحة جيدة. أريد أن أتحدث إلى الناس لمساعدة الرئيس في اتخاذ القرارات.""",egypt,NEG,True
rlm; rlm; rlm; rlm; rlm; rlm; rlm; rlm; rlm; rlm;,gulf,NEG,True
"[""مرحباً.. أبي سعود ليس فقط يبكي بشأن يوم وداعك الثقيل.. أبي.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً.. مهلاً..",msa,NEG,True
عندما تواصل السلطة القضائية التحقيق في تقارير طائشة تهدف إلى تشويه المعارضة وإنهاءها دون معاقبة رعاة هذه المعارضة، فإننا ننضم بامتياز إلى تجديد شباب نظم الشرطة.,msa,NEG,True
"[""مصر لا تصل إلى شيء سوى كأس العالم، إلا عندما تصل الديمقراطية إلى مصر، الدولة التي تقتل شعبها وتطارد جمهورها المحبوب للكراهية.]]",msa,NEG,True
"[""قنوات العاهرة العربية تعرف أن هيلاري كلينتون قدمت منافسها مع استطلاعات الرأي في حين أنها لا تعرف ما حدث!""]",msa,NEG,True
[ 'بابلاوي هارب ومتراجع الذي يمكن أن يتحمل المسؤولية وحكومته هو فشل... '],egypt,NEG,True
['Khzuk Sparta'],egypt,NEG,True
[ 'نعطيهم الحوثيين، ويعطوننا بديلهم الملاعق والصفائح للحملان.'],msa,NEG,True
[الآدادات:,egypt,NEG,True
['يقولون أنكم أنتم من - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب - ب,msa,NEG,True
"[""أنا الزومبي، افتح فيسبوك، لي إلف، وقدم اقتراحاً للانضمام إلى جزازة ماعز مصر وماعز البوور والكمان؟""]",egypt,NEG,True
وزير البيئة يوقف سد السماء لسبب البيئة... من سد بيجيب للمياه... للمواطنين الذين تم إيقافهم في الطرق العالية... من التسبب بأضرار للبيئة.,msa,NEG,True
['الصحيفة البريطانية Sun كشفت أن جمهور صحافة إنجليزي من ليفربول جمع ما يقرب من ألف توقيع لتقديم مذكرة إلى الاتحاد الأوروبي والاتحاد الدولي لكرة القدم لمعاقبة من قبل سيرجيو راموس، البنادق الطبية مدريد.]],msa,NEG,True
['الأصدقاء، يرجى قراءة التعليقات، سوف تلاحظ أنهم يدافعون عن العقل الوهابي بمجرد أن تختلف معهم، أبعد ما منكم هو الإسلام.]],msa,NEG,True
"[""فازت النمسا في الحزب الأخضر لمدة عام... شاب اليمين اليميني المتطرف من خلال هامش بسيط... بلده القديم، بارادا...""]",egypt,NEG,True
['يتهم إيران بتدمير وانخراط في دم شعبها ويعدها بأن أصوات الأطفال سوف تستمر في مضاجعة القتلة!'],msa,NEG,True
"[""حتى لو كان دائماً، فإنه يبقى مصاباً بالغثيان.""]]",msa,NEG,True
"[""أنت تعلم أن الكلب البريطاني عبد المنجلي يدفعه الإنجليز من قبل ابنه طلال علاء الجايس""]",msa,NEG,True
من الغريب الحصول على تصريح بأنني مت في البرد، لم أقتل سوى المرضى، القاتل المتسلسل ما زال طليقاً,msa,NEG,True
['أعلنه ليكون عام عمل جاهز حتى يصلوا إلى السلطة... '... ويسقط سنة واحدة... ولكن كنت قد نجحت.']],msa,NEG,True
إذا فزت، تفوز... ضد منافسي سجن (سيسيان) أو (شار الأسد) الذي رشحه الرئيس الأمريكي (دونالد ترامب),msa,NEG,True
"[""' 'الرأس'' وشعبه بانتظام بسبب الأخطاء '- شخص ما الذي يضرب دماغه الحزين خارج خلاياه.]]]",egypt,NEG,True
['. Jewish Japs ضحك على الهراوات وأخذهم بعيدا عن الذين وقفوا وضحكوا.'],msa,NEG,True
قائل هو يعصر. واذا فشل قيل قول واذا مات قيل قول واذا طبق قيل قول واذا قيل قول ومتى قيل قول ومتى قيل متى قيل.,egypt,NEG,True
باء - [البوابـيـع النبـثيـ,msa,NEG,True
"[""احتمال وصول سوريا جيد ومخلص... وهو يرى أن (هرقل) حقاً إلى الوراء والخلف ليؤمن بإيمانك...""]",levant,NEG,True
"ظننت أن خدمة (غوغل) سيئة جداً إلا إذا حاولت أن أجرب ملكة جمال (بينج)""",msa,NEG,True
"""الحملة الصليبية تكشف شريعة الأمم والخمسة فقط"" ""تكشف حكام المنافقين والخونة العرب""",msa,NEG,True
['Tra Nsunji أوباما Idkar Pasa Nelson Mendela Nsa... حالة رئيس وزراء الدنمارك...,gulf,NEG,True
['وعي آخر، غوكسي'],egypt,NEU,True
"[""الناس الذين يفلسونني، وأنا سجين... مواصلة سخريتك... ولكن لا وقود لحذائي.""]",msa,NEG,True
"[""يمكن مساواة ليبيا بدعم تركيا لمرتزقة هافتار.""]",msa,NEG,True
"[""'العراق يعني ما هو في المنطقة... تركيا هي قفزة... وروسيا، إيران هي buggging... وأمريكا السعودية تسوية تحالف في اليمن. ""]",gulf,NEG,True
"[""جيش الأسد، حلفاؤه، يرعب دجاج بنيه. أين المجتمع الدولي؟""]",msa,NEG,True
['إذا استسلموا، وبعد أن تركوا عائلتها، الذين يصوتون بالإجماع لإرسال مراقبين لتأكيد التشريد،'],msa,NEG,True
لقد كنت السبب في أنهم كانوا أيتام حربك سوريا غيرت الحقيقة,levant,NEG,True
جاستن بيبر جاستن على الخط,egypt,NEU,True
لقد خُبِزَت (آلبو) ومتمرديها، (بوتين) وجيشه الكفّار، ولن يسقطوا في مقبرة الضريح والخنازير الشيعية.,levant,NEG,True
"[""إنه مثل الذي يصطدم في الطين، يتغذى على مؤخرة وسائل الإعلام الغربية له.""]",msa,NEG,True
"[""'عزيزي، العجز في الميزانية تغطيه أسعار أعلى، سياسة مسؤول فاشل منخفض""]",egypt,NEG,True
"""'جيهان الكواري، لقد جاءوا للإطاحة بـ(ميكاب) فضائحه حتى أقلهم هم جاستن بيبر.'""",gulf,NEG,True
['اللّه يباركهم مع شغل أن الجيش سوف تستخدم، كما يشاء الله!]],msa,NEG,True
['الأكثر سخفاً سعي مجلس الأمن إلى الإرهاب'],msa,NEG,True
['إذا كان مرتكب الجريمة مسلما، يسمونها عملية إرهابية، تتحدث عن الإرهاب اليهودي والبوذي والملح.']],msa,NEG,True
['الآداب التي باعتها بغبائها المعتادة هي الذين أمسكوا بالفخ، ويموتون في غبائهم!]],egypt,NEG,True
"[""أنت تبدو رهيبة، جنيفر، وأنها قد وصلت إلى أسوأ من الأحلام --""]",msa,NEG,True
['إن الحكومة التي تمثل المصالح والحصص وتمثل مواطنا هاما مشغولة بقانون انتخابي يمثل كل من ينظم صيدا في المكتب'],levant,NEG,True
"[""تركت قادة العالم ونقلت كلمة الأمير وداعا إلى أننو سيغار كاسترو، أكبر قطر بعد شو جاب حمد إلى كاسترو ""]",levant,NEG,True
"[""العالم له ساخر واحد الذي يجلس حول التفاف حول نفسه، وفي الآخر، وقال انه ينظر في وجهي كما هو شاذ وهو الثاني من نفس المكان!]]",egypt,NEG,True
"[""نهب البنوك يستمر يوما بعد يوم، وأموال الناس تتبخر في العلن.""]",msa,NEG,True
['ما بدا وكأنه كان إطفائي، صديق، وقنابل أتيكوناس، مع ظلام داعش، صناعتك...'],msa,NEG,True
"لقد تم إلغاء القدر من قبل أحد أهل برشلونة ♪ ♪ يقول مدير السجن، والدي الفاشلين نقلوا ميلان إلى المفضلة ♪ ♪ قلت، ""Shloan"" ♪ ♪ قال ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪",msa,NEG,True
"[""يقول أبي إذا كنت لا تستطيع الدخول في زي هيلاري كلينتون...]]",gulf,NEG,True
لقد صدّقوا الهجوم الإعلامي باسم (يوسف) مذكّرينهم بالهجوم على (أحمد أديب) و(ليميس) و(هيرا) والتهديد بمحاكمته للمرة الأولى,msa,NEG,True
[ 'كلمتان من هذا القبيل... وأنا أحب له... نصف العمل... نصف آمنة كما كنت... بقيت في حدس...,egypt,NEG,True
['1': مخرجات معقولة من الثعبان واسطوان؛ وجنود],msa,NEG,True
فقال الاخوة ان مرسي المعزول مسؤول عن رجال الشرطة الذين يتبعونه بنفس المنطق ان مبارك مسؤول عن قضيتهم العادلة لئلا تخجلوا.,msa,NEG,True
"[""قال حزب الحق نكات قال الله والرسول، ""الرسول له قصته، وللرسول محكه نفسي، وأنا أعلم أش درهم في المواقع التي يحصل عليها الرسول.""]",levant,NEG,True
"[""إنه ليس مثل أننا سوف نتجاهله، أننا سوف ندع أولئك منكم يذهبون، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف نهبط، أننا سوف ننزل، أننا سوف ننزل، أننا سوف نهبط، أننا سوف نهبط، أننا سوف ننزل،",msa,NEG,True
['مخترع وإمبراطور الاحتكارات ينصح بعدم الاحتكار.']],msa,NEG,True
['- الرهيبة.] - الرهيبة.],msa,NEG,True
"[""' 'لأنه هو مزعج.]]",egypt,NEG,True
['والتصويت المصري Ccisé لروسيا أمس ليس هو خيانة أيضا، أو أنها وجهة نظر خائن مطلق التي أصبحت مثل عاهرة في عصر سيسي، وكلها متشابكة'],egypt,NEG,True
رجل عجوز رجع، مشى في الطريق، وشاب سخر من القوس يا عم؟,msa,NEG,True
['هروب، بشار الأسد يامر، لإغلاق المساجد، وشنق لوحة التي تقول، 'الصمت مغلق،' الله قد حسبنا، ونعم، الوكيل.'],msa,NEG,True
"[""كلب إسرائيل وسيفها الإرهابي، بوتين، قاتل النساء والأطفال، حقيقة جريمته الكريهة قد ظهرت،",msa,NEG,True
"['Jibraan تويني الوسخ الأوساخ هيك من حثالة من تلفزيونات الوحل لمجتمعنا منخفض الحيات لدينا؟'""]",levant,NEG,True
"""أنا أعرف منحطاً منحطاً يفضل أن يعطي شوكولاتة له... الشوكولاتة الأولى التي يضحكها ويهربها... ويحطم الأراضي المنخفضة...",msa,NEG,True
(أ) [بقوله أن فرقته قد خسرت الكثير لأبناء خدم فرحة، الأسرة التي فقدتها مصر.,msa,NEG,True
"["": البقالة البقالة البقالة، وفي الوقت نفسه، عبء الرجل لا يتم حفظه.""]]",egypt,NEG,True
اذا كان للمباركين حق المجرمين يقتلون الناس في الحقل لانه سيضرب امه برضاه,egypt,NEG,True
['' جعل والدها حتى ووصف لها على أنها مهذبة قليلا. ''],msa,NEG,True
"[""لقد كنت أنوي أن أعطيك اسمي... مجلس القادة المدنيين...""]",egypt,NEG,True
"[""أنت كاذب، خيالي دين.""]",msa,NEG,True
أنا بقال بقالة قلها لفترة واقفز,egypt,NEG,True
"بقوله أن البلاد هي حدود بلدنا، يقول، ""بيكا، بيكون سعيد جدا، شوفتو هو أفضل من القومية.""'.",egypt,NEG,True
دانا، كنت مغرماً بأغانيك,egypt,NEG,True
['معارضك باع لك سي.']],egypt,NEG,True
"[""نحن لا نرسم خريطة جديدة لمصر.""]]",egypt,NEG,True
['يشعر السيد فيتو بخيبة أمل.'],levant,NEG,True
['مرحبا، الأغنام.]],egypt,NEG,True
['الألعاب السعودية لغير خردة، مع كلمتنا، والآن النادي يتفاوض عليه.'],gulf,NEG,True
نحن بحاجة إلى بلد حقيقي الذي كان الماس لدينا. ',msa,NEG,True
ايها المنتصر على الاخوة وانت المنتصر على الاخوة تبغض اسرائيل وتبغض الاخوة العلمين وتبغضهم مع الاخوة.,egypt,NEG,True
لقد ضحك علي الرجل الذي يحب المرأة الحزينة الذي يقول أن السمراء الحزينة حزينة ماذا؟,gulf,NEG,True
