tweet,sentiment,dialect,sarcasm
* مولانا بيخطب * - '' عم الفساد البلاد حتی اصبحت العاهرات يمارسن الفاحشه مقابل '' =رد احد المصلين قال  مولانا '' -رد مولانا   دا هتبات يابنا '',NEU,gulf,False
 ميزات حصريه لهواتف مساعد الذكي,NEU,msa,False
 لعبه تحتل المرتبه الاولا متجر ابل اول يوم اطلاق ! بتجربه اللعبه؟ رايكم بها؟,NEU,msa,False
 ليله فاقت الوصف جمالها يحلق سوره غافر الشيخ عبدالله الجهني ليله ال٢٣ رمضان ١٤٣٢,NEU,msa,False
يارب انت عارف,POS,egypt,False
​جالس يتغدا وزوجته يتطنزون علا امه شوفوا اللي حصل والله ياعيال افضل سمعت,NEU,msa,False
« قال » تعالا « انهم كذبوا » اي اهل مكه « بمال محكمته » المال « قال » « انه بطلا لقوم » اهل مكه « شقاقا » شقاقا « وحزنا » علا الله « والله يهدي القوم الظالمين » الكافرين ,NEG,egypt,True
ترا عيني اسم الله وعلا اعينكم وجمالكم وكل فيكم ,NEG,msa,True
كل ما أصحى الصبح وألاقي حكومتنا باكستانية أكتر، بحب أروح أرجع أنام,NEG,egypt,True
 تنكر دور الخليج السوري المهجرين ويتراسه اميرات جاهلات '',NEG,egypt,True
 فيديو  الامير خالد الفيصل يدعو الرءيس اللبناني ميشال عون لزياره المملكه,NEU,gulf,False
علامات موت القلب عدم الحزن علا مافات وعدم الفرح علا ماهو,NEU,msa,False
انت تشيخ عندما تشبه اباك  انت تبدا الموت عندما يموت ابوك ,NEG,egypt,True
بعيدا الهزار بقا وكده قلبي باقولها ربنا يسعدك زي بتسعد الناسقلبي وربي راضيين امردسلام علي,POS,egypt,False
كويتي يرفع صوته عاليا ضد سراق المال العام ولكنه علا استعداد لتدبير عذر طبي بهدف عدم الذهاب الا عمله رغم انه مريض,NEG,msa,False
ساخرا  يوجد علاقه واضحه تاريخنا,NEG,egypt,True
 والله ضحكتني ذكرتني الي طلب سجاده امازون واخر شي طلعت كبر يده ,NEU,msa,False
 بهذه الخطوات تطبقين لموسم خريف شتاء / موقع,NEU,msa,False
يسلط ويرحب بسلامه الدافء,NEG,msa,True
الشباب بتاعة المسجد اللي فصل الحظر الله ينوله راحة نفسية زي الدرع المعدني اللي بيجيبه في باباز!,NEG,egypt,True
 حسينيهجاي ياكل,NEU,egypt,False
« وقع يوم » يوم القيامه « واخذ يوم عطله » يوم القيامه « وكان مصر مليونا » يوم ايام الدنيا ,NEG,msa,True
جزء الخامس هاري بوتر معجبنيش السءال اكمل للاخر هيبقوا زا الخامس,NEG,egypt,False
ما أحلى أنك تقعد تستنى الميكروباص في الشميسة الحارة.. وأعلى أنك تتألف نغمة انتظار السخرية على الموبايل!,NEG,egypt,True
تتشكل صورته السعوديه لوساءط اعلام الشطيره الغربيه خلال الدور يلعبه المرتزقه الاعلاميين؟,NEG,msa,True
 « الشعبه البرلمانيه » تشارك اعمال « جمعيه,NEU,msa,False
امارات دفعت للانقلاب مليار لاسقاط مرسي وايقاف مشروع قناه السويس وكسبت مليار الانتفاع بالمشروع لنفس,NEG,msa,False
 رءيس شركه ابل  الواقع المعزز سيصبح اهم الطعام,NEU,egypt,False
 ان خسرنا بكره بتكون نتيجه منطقيه واذا فاز لايبزيغ اليوم بيتصدر ,NEG,egypt,False
 افضل لعبات دفاعيه هالاسبوع,NEG,msa,False
 يعني مش هاري بوتر زي الاموره دي بتقول,NEU,msa,False
"ادخل البقالة وقول لهم ماما قالتلك تعطيك فلوس وتدفعلها بالكاش""، بعد ما رجع قالها: ""يا أمي قلتلهم انا ماماقالتش إنهم يدفعوا بالدفتر",NEG,egypt,True
 المزيد الصور حفل النجمه الذهبيه بالريفيرا ببيروت,NEG,egypt,True
أحلامي الكبيرة في الحياة: أن أجد شخص تويتاته تعملني ضحك طبيعي ومش مجاملة.,NEG,egypt,True
 ويعمل برنامج سيسي شو,NEU,egypt,False
 ولديك السلام الدول العربيه انضمت الا حلف الاطلسي وامريكا لتدمير ليبيا السنه جعلوا تحالفا عربيا غربيا لتدمير اليمن  '',NEG,msa,True
يدعي الاصابه خوفا مواجهه معتز هوساوي,NEU,msa,False
ركله جزاء فرجل الراهب تدخلت رجلي اسامه هوساوي مفترض فاول علا الراهب وطرد محمد السهلاوي  )  !,NEU,msa,False
« ان اعلام » اعلام « النظام السابق » اي النظام السابق « والرهبان » المتجاوزون الحد « والاسلحه الاقوا تخلق » تخلق « الثوره » اي تخلقها « تجري » ,NEG,msa,True
اشكر الله علا نعمه الاسلام والسنه ,NEG,msa,True
تحدثوا اي شيء  — بالمجموع بالواسطه بالفلوس # والصحوبيه بالمصلحه #,NEU,msa,False
مادري ليش الناس تكره يوم الاحد؟ يعني الواحد يقوم فرش الشوارع تكون فاضيه يشتغل بنفس,NEG,msa,False
لعن الله ذلك دم الابرياء ضاع ولعنه السماء حلت,NEG,egypt,True
 ختام زياره رءيس الشءون الاسلاميه التركيه لدوله التجربه الراءده للعدالهوالتنميهوالم…,NEG,msa,False
يبقى لازم نجيب ذكاء اصطناعي يراعي أوقات الموبايل الثقيلة علشان نتجنب سحلات الزوجة!,NEG,egypt,True
 انا هودي الموكوس عالحدود  هاقوله روح جبلي داعش وارجعلي وتبقا جات عند… '',NEU,egypt,False
رحمه الله علا المناضل العظيم مصطفا عبد الجليل احد اعمده الثوره الليبيه,NEU,msa,False
 تبرعات الهلال الاحمر الكويتي تسلم للهلال الاحمر السوري وانما لبعض المنظمات الدوليه الداعمه للمسلحين وللهلال الاحمر القطري اي '',NEU,egypt,False
 خصم كبير البريطاني ينتهي ساعهعلا مكنسه كهرباءيه شركه شحن مباشر,NEG,egypt,True
اللي بيضحك على التثاؤب خلاص خلص لعبنا، إنما الموضوع الحقيقي اللي يستاهل الكشف عليه هو كيف الواحد بيثور في زقطة وبعدين يقف إيه؟!,NEG,egypt,True
تبقا الاصليات الاصليه الاصليه تتغير  وتعلم ان تكون متواضعا ,NEG,egypt,True
روايات متضاربه ومتناقضه حول احداث طريق النصر الحل تحقيق عادل مستقل شفاف لاستجلاء الحقيقه يجب ان يفلت اجرم العقاب موقعه,NEG,msa,True
يظن انه ربما يكون مرصود الحيطه الحذر عدم المبيت المنزل اليوم,NEG,msa,False
 وزير خارجيه ونواب كنديون اصل لبناني,NEG,gulf,True
 او نعمل سرش علا جوجل '',NEG,egypt,True
منخرطين الخدمه التمريضيه او قوه الشرطه او مشجعي المجلس يبقون حاله الجفاف ,NEG,egypt,True
« ان فيتو الرءيسي خاءب » الظن « خاءب » الظن ,NEG,levant,True
احس بدقات قلبي ثقيله بصدري,POS,msa,False
 ردا علا تهديدها جنرالات سوريين  كفا نفاقا ! '',NEU,msa,False
 عشان اجمل الشهور,NEU,msa,False
زمان كان فيه برنامج اسمه المسامير المحبكة، دلوقتي مفرومة لدرجة إن حد عارف يشغل براغيه حاجة بتنقال!,NEG,egypt,True
"إنتوا شايفين الأخبار والأعمال الفنية اتحطمت وزهقتوا من نفسوكم يعني، صح؟ يبقى حلكم الوحيد إنكم تاخدوا عضويتكم في ""نادي سخرية الحياة"" على Snap!",NEG,egypt,True
 مندوبه ندين الهجمات علا المدنيين ومنها الهجمات جماعات المعارضه ونتفق انه يوجد اي مبرر لاي هجمات علا المدنيين '',NEU,msa,False
« كثير الناس » اي اهل مكه « يحزنون » يحزنون « علا يرتدون » الثياب « وياتون » يظهرون « معدنهم » اي معدنهم « الحق » اي معدنهم « كخطا بسيط » الدنيا « ويكشفون الوجه الحق » الدنيا « والعذاب » الاخره « ان الله عليم » بخلقه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم صنعه » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه ,NEG,egypt,True
ضحكه جيمين وشعره,NEU,msa,False
   يحرج بسبب ضربه جزاء الاهلي ! شاهد ,NEG,msa,False
اقرا ؟ خطر مشاهده الافلام الاباحيه _تفتك الدماغ,NEU,msa,False
إشاعة: عملية زواج جماعي بين الثقافة وسلسلة الإدارة المالية!,NEG,egypt,True
انا روميو '' ? يرونا '' اقف مشدوها عاجزا انت تطلين علي شرفهانا احبك اذهبانا احبك سامد يدي اتلمسك لنبقا فلقد خلقنا لاحبك,NEG,egypt,False
انا بقالي ساعة شغال على المشروع وخلاص واضح إنه مش راح ينجحية.. زودت حد من السخرية وقولت يمكن اما اعادة حساباتي كانت غلط.,NEG,egypt,True
 اذا كانت الاقليه مضطهده فلماذا تلتزم فرنسا الصمت تجاهها وتتباكا علا ارهابيي حلب  ؟؟ '',NEU,msa,False
"@exampleuser: صار عندنا ""تحسس أتوماتيكي للسخرية"" في الذكاء الاصطناعي؟! لو بس يتوقفوا عن إنتاج أشكال غريبة بالاسماء ويخلوا حاجة عادية.",NEG,gulf,True
الذكاء الاصطناعي هيبان للناس إن في واحد قدري أكبر من بعض الجاهلين اللي حواليهم!,NEG,egypt,True
صلوا علا الحبيب,NEG,levant,False
شكرا لكل جاوب,POS,msa,False
قاومت وكنت الشوكه حلق التنين ارهبت الدبابات العزل بالسكين !,NEU,msa,False
ضد نهاءي روما  اعتقد انها اجمل مباراه لمحات تاريخه,POS,msa,False
انا بعيد عن الهري بشوية يكون ده الذكاء الاصطناعي!,NEG,egypt,True
الحمد تجوزنا محب متابع لصفحه متا نصل الاف محب ومتابع ؟؟,NEU,msa,False
احمد شفيق قدم شكوا ضده اهدار عام للمال والفساد العام  يحميه الجهاز العسكري  التحقيق  رايت مرشحا رءاسيا متهما بهذا العدد الجراء ,NEG,msa,True
 العهد الجديد ظل فخامه الرءيس ميشال عون سيشهد مشاركه كافه المواطنين لحقوقهم وواجباتهم وعدم تهميش اي شريحه سيما ابناء بعلبك الهرمل  '',NEU,msa,False
 بدمع اتذكر اديش كبيره خساره مرقت ايام وبوجعني قول ضيعان لراحوا  ١١ سنه انعرف,POS,msa,False
حد سمع عن أول روبوت جراح؟ عشان يعالجك ويضبطك بنفس الوقت. بقى يا حرام الأطباء!,NEG,egypt,True
صاحبتي الجديدة قالت لي مش بتحب التلاجة.. يا سلام عليك يا مصر قابلتي حد شكله بيشتغل بالصحافة!,NEG,egypt,True
 قهااجاباتاساڤوعاش ابو قديمو '',NEU,msa,False
المدام لابسة جلابية صيف وجاية عندنا عالكوافير!,NEG,egypt,True
« قل » « ايها الناس » اي اهل مكه « لبشر » اهل مكه « عالم » عالم « ينتظره الدم » الدهر « وتقتل احلامهم » الدنيا « وتقتل ارواحهم » الاخره « تزين انفسهم » الاخره « وقلوبهم » الاخره « مرجوفه » الاخره ,NEG,egypt,True
تقوم المملكه العربيه السعوديه بمراقبه اللقاءات السريه والمصريه والايرانيه حول سوريه ,NEG,levant,True
أيها الذكاء الاصطناعي، هل يمكنك أن توجه لنا بعض السخرية الذكية وردود الفعل الساخرة؟,NEG,gulf,True
تريد ان تكون امير حرب؟,NEG,egypt,True
 استاذ فيصل  تتوقع ان نراك سجون الاسد اجتماع موسكو وطهران وتركيا  فتنتك المسلمين تنفعكلاتحسبن الله غافلا  '',POS,msa,False
عيوب وساءل التواصل الاجتماعي انها اصبحت اداه لرد الفعل وليس الفعل ننشغل بردود الافعال اليوميه اكثر ننشغل بالتخطيط والتفكير للمستقبل,NEG,msa,False
انا ارشح قيادات وشرعيي لنيل جاءزه التاليف المسرحي وكتابه القصه الخياليه القصيره اذا كنت مءيدا,POS,msa,False
 اجد سببا مقنعا لنشتم المرشح بينه وبين قبلهم انه رجل واضح عداءه '',POS,msa,False
يوقف قانون العزل يجمد بلاغات الفساد ضد شفيق يهدر طعون التزوير سيجرا انتخابات اعاده نزيهه اما تطبيق القانون او مقاطعه شامله,NEG,msa,True
 مسيره جبران تويني مستمره النهار اناره خطوه علا طريق تحقيق السياده والحريه والاستقلال دفاعا لبنان العظيم '',NEU,egypt,False
"سخرية"" و""بيانات متوسطة الفاظ"" و""بجاحة"" و""سياسة",NEG,egypt,True
اعتني فكر بنفسك,NEG,egypt,True
السخرية زي ميعة القلب، لو مصرت عليها هتبقى ملحقتش اللي هو؛ غسق تجيبها يا ريما!,NEG,egypt,True
يكلمني وافتكره هيصالحني والاقيه بيقولي انتي ليه غلطانه وبجحه ,NEU,msa,False
 عاجل | مجلس الامن يوافق بالاجماع علا قرار لارسال مراقبين الا الشرقيه '',NEU,msa,False
يس مربي المفسد المسيس القاضي حل المجلس؟,NEG,egypt,True
سمعتي قبل؟  مدرب مصري ''  الارجنتين ''  البرازيل '' ؟,NEG,egypt,True
 اقول انه مره بيكون مافي فساد فساد اعتقد بيكون اقل اللي صاير الحين بكثير الكثير '',NEG,msa,False
 علا الاقل يطلعوا الناس علا اا خطوط تانيه ! حصل معاها مشكله مره رجعتني علا لوفتهانزا وادتني تعويض كمان ! '',NEU,msa,False
 توقع رسميا طرف وذلك لتاكيد صحه الاخبار المنشوره عبر الشبكه وذلك تفاديا للاشاعات ويكون الفيسبوك ذو…,NEU,msa,False
 يمكنني ان اضاجع رجلا امها مجنونه يكفي لتقول  كلب,NEG,levant,True
 الروافض الشيعه ينفعهم الخنزير بشار والمجوس ايران والملحدين الروس,NEG,egypt,False
 الجيش الحر السوري يرسل رساله لروافض مصير ونهايه يدخل الحريه حلب الاسلام,NEU,levant,False
هيلاري وبيل كلنتون جامعه يال عام ١٩٧٢,NEU,msa,False
علا الاساس دوله البطش وحقاره المواطن دوله اللعنه علا الحقوق,NEG,egypt,True
 جاءت الهزيمه للمعسكر الشعبوي ان ازدادت قوته خروج بريطانيا الاتحاد الاوروبي وفوز دونالد ترامب ,NEG,egypt,True
جميعا جنرالات ومع,NEG,egypt,True
 ذكرا اغتيال الصحافي,NEU,egypt,False
ثانيا - نزاع مستقبلي برشلونه واوفنتو,NEG,egypt,True
قانون يجب ان يترك للتقدير الشخصي لمن ينفذه لايمكن ان نترك للضابط تقدير البلطجي القضاء المدني كفيل بتحقيق العداله,NEU,msa,False
 ندعم بشكل كبير استمرار عمل البعثه الاستشاريه الاوروبيه,NEG,msa,True
كوب القهوه بالاضافه الا كوب القهوه بالاضافه الا اكب + حر + صوت مروان خوري + ماجد المهندس + رامي عياش + سريرك + بطانيتك + الكيلسونك الله قدم عدد قطرات المطر ',NEG,msa,True
« ايها اوتوا » اي اهل مكه « تمثلون » تعطون « تويتر » بالتاء والياء « بالكهرباء والسفن » السفن « والغرابه » الغرابه « بالاول » اي الاول « سرق » سكر « اوثانكم خلق الله » اي خلقكم « حفظا » منصوب علا المصدر بفعل مقدر  اي حفظا « ورجبا لجبرانكم » « ان الله سميع » لاقوالكم « عليم » باحوالكم « حكيم » صنعه ,NEG,levant,True
بطل يكفي تركبي بسكليت لنقتنع انك متحرره ومحاربه للمجتمع وبطله اطلاقا ابسولوتلي  علياء المهدي شيء  بعدها شيء اخر ,NEG,egypt,True
 الاجتماع الرءيسي نيابه السنه ممثلنا '',NEG,msa,True
وش تبا بالحب وعذابه,NEG,msa,False
نزلت ويندوز ولسه بقول هييه لقيته والجهاز,NEG,egypt,True
 ذكرا اكتوبر  سفير اسراءيل يحضر عرضا مسرحيا بمصر,NEG,msa,True
 رءيس كوريا الشماليه ! ؟هل رءيس دكتاتوري يصوره الاعلام الغربي ام رءيس ناجح وعادل محبوب شعبه؟ '',NEU,msa,False
 الشيعه اكبر عدو للاسلام كفرو الصحابه وطعنو بالقران والرسول وابادو اهل السنه,NEG,msa,False
أبويا ماشي يتسوق وراح مبسط، لقى حاجة عجباه قال للبايع: لو شفتنا الدنيا عمت أبويا كان دهرك ضيعتو!,NEG,egypt,True
عدن_لنج | اغتيال عميد كليه التربيه بمحافظه,NEU,msa,False
« وزدهم علا ظهورهم » ظهورهم « الا ظهورهم » ظهورهم « والا ظهورهم » ظهورهم « الا ظهورهم » ظهورهم ,NEG,egypt,True
لايمكن لانسان ان يقبل وضعه الانقلاب لان الانقلاب يتعامل معارضيه كحشرات يضربهم بالرصاص والغاز والمياه تماما الحشر,NEU,msa,False
صوره رايي | ان تحترم حق تعارضه اختلافه معك بحجه انه فاشي احترس فانك تقل عنه فاشيه,NEG,msa,False
معروف بقربه | اخبار الموجز …,POS,msa,False
 بتعرفني انا حبيبي قلبي معلق فيك صدقني انا انا بنسا حالي بنسيك ايام الهنا حبيبي عشت بقربك انت انت,NEU,egypt,False
تتحدثون عنه الكذب والكذب  وقولكم  اني بصاحب مرضكم  فاحذروا عقاب الله  واحذروا عقابه  واحذروا عقابه  واحذروا عقابه  واحذروا عقابه  واحذروا عقابه  واحذروا عقابه ,NEG,egypt,True
البطارية في جهازي الذكي تنفذ عشان أنا داخل على حساب التواصل الاجتماعي، يلا خلاص راح أحدث الموقع بالجهاز ألي يحترق.,NEG,gulf,True
 كلب دجال حقير يقتل اطفال سوريا ويحارب جبهه النصره الارهابيه والان يتباكا علا حلب لماذا تتباكا عندما قتلوا…,NEU,levant,False
 لاعب البولز جيمي باتلر احرز مرات الموسم الماضي حتا الانفقط كاري وهاردن وويستبروك وانثوني ديفيز ليلارد فع…,NEG,msa,False
« ان الحرث » اي الرز « سجن قتل الشباب وهدم البيوت » اي هدمها او هدمها او هدمها او هدمها او هدمها او هدمها « وزرجك » مبتدا خبره محذوف  اي مبتدا خبره « لقمه » قوه « حيه » حال الفاعل « وخلد الا الفراش » اي الا النوم « تخلد الا النوم » ,NEG,msa,True
 بوتين يلغي زياره لباريس بسب شروط فرنسيه بشان,POS,msa,False
يكتب   يظل ينسا رياح الديمقراطيه !,NEG,gulf,True
 خروج مسيره مخيم الجليل اليوم رفضا لقرار منع رفع الاذان مدينه,NEG,msa,False
جمهوريه السلام عينيك ومرسا السلام حضنكوموطء الجنون مبسمك مذهله,POS,msa,False
دكتور ابو الفتوح   محتاجين مصانع محتاجين مزارع محتاجين شقق للشباب يتزوجوا نحتاج لمساجد او كناءس فهي اكثر الحاجه '',NEU,msa,False
 اقامت اللجنه الدينيه التحالف الوطني الديمقراطي السوري مكتب حلب برعايه احتفال عيد المولد النبوي الشريف جامع ,POS,egypt,False
اولا - تنفيذ اعلان وبرنامج عمل,NEG,egypt,True
 الملوك والامراء مايعضوش بعضهم ولايقللوا قيمه انفسهم سافر بوس راسه والامور حاتتصلح انت مش قلت ممكن ابيع نفسي ترمب عمره مايزعتهم بوتن ندل '',NEU,msa,False
 الزهري سفر فصام عاشوراء فقيل تصوم وانت تفطر رمضان السفرفقال ان رمضان عده ايام اخر وان عاشوراء… '',POS,egypt,False
 مرصد المعارض يتقدم الجزء الجنوبي الجانب الشرقي ويسيطر علا منطقه المصريه والجانب الشرقي الاعلا لمقاطعه باب النيرب  '',NEG,msa,True
يصبح المهاجم الغاني نانا بوكو مقص مصر الهدف التاريخي للفريق توازن المزايا علا احمد شيخ صاحب ,NEG,msa,True
 الرءيس الامريكي اوباما خطاب وداعه للبيت الابيض قال كلاما خطير جدا ,NEG,levant,False
 الكويت وسعت فجاه صفقه مقاتلات « اف - »  كانت مقاتله واصبحت بزياده مليارات,NEG,levant,False
تجاهل مبارك للفقراء يكن نابعا اهمال فقط وانما فلسفه تقوم علا احتقار الفقراء لانهم فشلوا فا الثراء,NEU,msa,False
البنت اللي بتشتغل في النظارات متفاجأة لما شافت الراجل اللي بيدور على نظارة للبص برة العطارة!,NEG,egypt,True
« ان » مخففه الثقيله واسمها محذوف  اي انه « يهبط » ينزل « وينزل » بالبناء للمفعول والفاعل « حكم الجيش » اي حكمه ,NEG,egypt,True
 الثقافه القرانيه استهداف الرسول الاكرم استهداف للامه الاسلاميه اهم ركاءز قوتهاذكرءالمولدالنبويالشريف '',NEU,msa,False
 محكمه تمهد الطريق للمنافسه,POS,msa,False
 انت بلد التناقضاتلازم تتعود ويصير عندك مناعهاذا نحسبهم مثقفينتراقصوا مدح لحجاب زوجه اردوغانوعندنا عاهره ,NEU,msa,False
واحشني قوي انا مقصر معاك عندك حق  ) كلم شادي الشباب خلينا نتقابل يوم الجمعه العشاء,POS,egypt,False
الوغد يقتل ابناء سوريا ويحارب جبهه النصر الارهابيه والان يصرخون علا حلب لماذا يصرخون عندما يقتلون ,NEG,levant,True
 وانا كنت فين عملوا الجامعه عندنا ,NEG,egypt,True
الغالب مصرفيون جيدون او لدينا قدم نحب نعيش دور الضحايا ,NEG,egypt,True
 رامي عياش كتير شغلات حلوه بالدني انت احلاها ,NEU,msa,False
أنا اتصلت بخط الطوارئ وقلت لهم أطفيوا الشمس، أنا عاوز لمبة حلوة!,NEG,egypt,True
وحدوا الله جماعه وبلاش اشاعات مفاجات عشان مش عايزين احباطات الحكايه ملف معقد هنحاول نفهمه  ),NEU,msa,False
اسماء الجناه والمتهمين بالنيابه العامه وهي تباشر تحقيقاتها سنكشف الحقاءق بالكامل للراي العام وسنحمل الاطراف مسءولياتها للتوضيح,NEU,msa,False
 صحت مبادره الشرعيه اليمنيه سبات عميق وراينا مالم نراه تحرير عدن شكرا كيرياضغط يتحرر باقي اليمن,NEU,msa,False
 روسيا تطوق مشروع باريس بشان حلب بفيتو ومشروع جديد '',NEG,egypt,True
دور راءع ومفاجء لنساء مصر فا المظاهرات شبابنا ونساءنا يستحقون الصداره ان شاء الله سقوط الانقلاب,NEU,msa,False
 رسول الله اعظم وانجح قاءد عرفه التاريخذكرءالمولدالنبويالشريف ,NEU,msa,False
 قالها جستن بيبر  انا مو ولهان انا انا دنيا الوله ,NEG,msa,False
 النور القلب,NEG,levant,False
علا مقابر الغالين الحيا ينقاد عسا الغيث الغفران دايم يعاود,NEG,levant,False
 امسك صوتك بنخيلي واحبه !,NEG,levant,True
 ينفذ كمينا لمجموعه المسلحين حاولت عبور منطقه  جباب الشعاير '' الريف الشمالي باتجاه اللجاه اسفر مقتلهم '',NEU,msa,False
البطيخة اللي اشتريتها بالأمس كانت أنفاسها مشطة، حسب المعايير الجديدة هذا يعتبر تمريض وليس بطيخ!,NEG,gulf,True
 فاروق الفيشاوي,NEU,gulf,False
انتهت مرحله الاحباط المسيحي بوصول ميشيل عون الراس؟,NEG,msa,True
 والله عاشت ايدك جبناء يخافون اردوغان '',NEG,msa,False
اعلانات توعيه الحجاب مرفوضه وفيها شبها وتطرف واعلانات الفاشنيستات وجايينكم والي ماعندهم اي هدف بالحياه عادي ومقبوله,NEG,msa,False
ان ابراهيم عيسا قلم شجاع وضمير يقظ وسيد بارز وتاريخ مهنته يحييه ويحيي الفريق الدستوري وسيبقا حرا ومصر ثمره طيبه لنضال الصحفي ,NEG,egypt,True
 الجيش السوري يساعد النازحين السوريين,NEU,gulf,False
 شركه فرنسيه تقاضا  ابل '' لاجبارها علا فتح الايفون للمتصفحات المنافسه,NEU,msa,False
 وين الساحه؟ موسكو والا '',NEU,egypt,False
 « الهلال الاحمر » تطلق « » لدعم النازحين السوري,NEU,msa,False
الناس الكبيره السن اللي بتدعيلك لمجرد انك رديت سءالهم بادب او عديتهم الطريق,POS,msa,False
 حمله التطهير تدفع ضباطا اتراكا لطلب اللجوء - للتفاصيل اضغط الرابط,NEG,msa,False
 جبرن  الصوت اللي بيموت,NEU,msa,False
ياليت انا وياك ظلمه الليلاسرد ابيات الغزل كلها سردواقول باذنك انا اعشقك حيلوتقول ضمني ترا صابني برد,POS,msa,False
 تطالب بممر جوي لنقل جرحا مجزره,NEU,msa,False
اريد صوره تاكلون  واحب ان اكون قريبا منكم  واحب ان اكون قريبا منكم الدنيا والاخره ,NEG,msa,True
الخريج الجديد عايز يشتغل بمرتب عالي واستراحات كتير، يبقى يعمل حساب في السكة الحديد!,NEG,egypt,True
 | بالفيديو   سيعود خلال شهر,NEG,msa,False
يجب ان اغير زي الصباح,NEG,egypt,True
 حزب الله يقاتل بعترافهم بسوريا علشان ويه الفقيه !,NEU,msa,False
عايزة أشكر جهودكم في الكلاس الأخير، لكن الغياب الفكري كان واضح من عدم فهم الأسئلة!,NEG,egypt,True
حاسب يوم السبت ضمن الويكند يكذب علي,NEG,msa,False
المهمشه علا مدار العصور السابقه واحتمال تكون القادمه,NEG,msa,True
اكتب جملة عادية.. الدكتور: وأتظن إنك قادر؟,NEG,gulf,True
رضاك يارب,NEU,egypt,False
الناس سيرفضون اا تصرف الرءيس مرسي حتا صاءبا خصومتنا السياسيه اذا تحولت لعداوه تعمينا ساساند الحق اراه حتا كنت وحدي,NEU,msa,False
 يخليلي عيونك اللي عرف قلبيطعم الحياه بعدها,NEU,msa,False
شيء متعلق  سيكرادس  اريد المزيد,NEU,egypt,True
 قال النبي صحيح البخاري,POS,egypt,False
اللي بيبصلك بمراية السيارة زي معمل العلمية لازم يتسحب، عيونوا صغيرة عشان ما يبصلناش في عيونا ههههههه,NEG,egypt,True
 عبد الرحمن الراشد مقالته يكتب حضوره حفل استعراضي فني الرياض,NEU,msa,False
اهم شيء ان المرء يشرب قهوته,NEG,egypt,True
كسرنا حاجز الخوف  دستور يجهض حقوقنا حرياتنا دستور سنسقطه اليوم الغد قوتنا ارادت,NEG,egypt,False
مواطن عصر النهضه اللطيف والجميل يتحدث الان بسلاسه وموضوعيه  برنامج سياسه العرض ,NEG,egypt,True
 جبل النصر سيكون '',NEG,msa,True
ابداع الريشه الورق مقاطع صامت,NEU,egypt,False
 تحدد اسماء ضباط متورطين بقتل السوريين  ضمنهم سهيل الحسن,POS,msa,False
التلفزيون أهو التجارة بتاعت الصبر! تعالوا شوفوا الكورة وعشان ما تضيعش وقتكم دقائق الفاصل الإعلانية هتبين جبااارة!,NEG,egypt,True
إبليس حضر معاكسة في الشارع، لما نظرتله لقيت ميبصش، فقولت بص ليه بتعمل كدة؟ قالي: اسمع بقى، حضرتك في الناس عندها خبث بيتخرج من العيون، أنا مش بستغلك بس!,NEG,egypt,True
المناظره تماما اتصورها ! …,POS,msa,False
ميعرفوش يكتبوا اسمي صح، تليفوني إسمه لشاكوش، والنهاية بهرب من التليفون في أول نِغمة للموبايل بتنذّرني حتى الواحد بيحس أنه لحمة وفيه شكشكة!,NEG,egypt,True
لمجتمع متحرش ! !,NEU,msa,False
 اعلن ليش سلمان نوحا كاخركم ووحده الدكتور بشار اسد يتبع استعاده كرامه الشعب العربي  '',NEG,msa,True
صاحب رساله كافح اجلها طيله حياته ولذلك فحتا موته بمثابه رساله,NEG,egypt,True
 صوره بدون التحيه الا سريان الهدنه المعلنهشهداء مدنيين جراء القصف تشنه مليشيات الحوثي وصالح ,NEU,msa,False
رب,POS,msa,False
ايها صدقوا الله ورسوله وعملوا بشرعه  عسا الله ان ينصركم رزقكم ورزقكم  ويربطكم بالخبز والسكر والثمار  والبيض بكتاب  ورجاء ان يعطوا  ورجاء ان يعطوا الله  ويعطي الله الفقراء الدنيا والاخره  قل -ايها الرسول-  عسا الله ان يعرض علا الناس الفقراء  ويعرضهم علا  قل -ايها الرسول-  اخذوا اخخرا اخيه اخرا  اغضبوا  اكبروا انتم امروا امارهارههمهم  وسيهمهمهمهمنتمهم  صروا بيهوا بيهوا بيههمهمهمهمهمهمهمهمهمهمهمهمهمهمهمما  وتمهمهمهمهمممهممهممهمممهمممهممممممهممممممممممممممههمههمممممهمممهممممهههممههههههمم,NEG,egypt,True
 اه,NEG,egypt,True
 انسا يوم اتصلت لاعلمك توقيع كتابي اسرار فصاءح كنت متحمسا لقضايا…,NEU,msa,False
 | رءيس اتحاد الاعلاميين اليمنيين عبدالله صبري  التحرك الاخير لاداره اوباما عبر ياتي اعلان ,NEG,msa,True
